text,label,text_minimal,text_no_punctuation,text_stopwords,text_stemming
"H+Ñkan Dahlstr+Âm , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014 .",positive,"h+ñkan dahlstr+âm , head of mobility services at teliasonera , has forecast that mobile data volume on the teliasonera network in sweden will rise eight-fold to 200,000 tb by 2014 .",h ñkan dahlstr âm head of mobility services at teliasonera has forecast that mobile data volume on the teliasonera network in sweden will rise eight fold to 200 000 tb by 2014,h ñkan dahlstr âm head mobility services teliasonera forecast mobile data volume teliasonera network sweden rise fold 200 000 tb 2014,h ñkan dahlstr âm head mobil servic teliasonera forecast mobil data volum teliasonera network sweden rise fold 200 000 tb 2014
The order for plywood mill machinery and equipment announced by Finnish Raute in September 2006 will be delivered to Thebault Plyland in France .,neutral,the order for plywood mill machinery and equipment announced by finnish raute in september 2006 will be delivered to thebault plyland in france .,the order for plywood mill machinery and equipment announced by finnish raute in september 2006 will be delivered to thebault plyland in france,order plywood machinery equipment announced finnish raute september 2006 delivered thebault plyland france,order plywood machineri equip announc finnish raut septemb 2006 deliv thebault plyland franc
"According to M-real 's CEO , Mikko Helander , this transaction will enable the company to proceed swiftly with its restructuring program .",positive,"according to m-real 's ceo , mikko helander , this transaction will enable the company to proceed swiftly with its restructuring program .",according to m real s ceo mikko helander this transaction will enable the company to proceed swiftly with its restructuring program,according m real s ceo mikko helander transaction enable company proceed swiftly restructuring program,accord m real s ceo mikko heland transact enabl compani proceed swiftli restructur program
"According to Olvi 's Managing Director Lasse Aho , the company has an ongoing MMX Plus project that aims to find growth outside Finland .",positive,"according to olvi 's managing director lasse aho , the company has an ongoing mmx plus project that aims to find growth outside finland .",according to olvi s managing director lasse aho the company has an ongoing mmx plus project that aims to find growth outside finland,according olvi s managing director lasse aho company ongoing mmx plus project aims growth outside finland,accord olvi s manag director lass aho compani ongo mmx plu project aim growth outsid finland
"According to Scanfil 's President Harri Takanen , Scanfil 's investment activity proceeded according to the strategy on several fronts in 2010 .",neutral,"according to scanfil 's president harri takanen , scanfil 's investment activity proceeded according to the strategy on several fronts in 2010 .",according to scanfil s president harri takanen scanfil s investment activity proceeded according to the strategy on several fronts in 2010,according scanfil s president harri takanen scanfil s investment activity proceeded according strategy fronts 2010,accord scanfil s presid harri takanen scanfil s invest activ proceed accord strategi front 2010
Acquisitions have been made and businesses have been well integrated .,positive,acquisitions have been made and businesses have been well integrated .,acquisitions have been made and businesses have been well integrated,acquisitions businesses integrated,acquisit busi integr
Alma Media 's net sales in 2009 totalled MEUR 307.8 with an operating margin of 13.5 per cent .,neutral,alma media 's net sales in 2009 totalled meur 307.8 with an operating margin of 13.5 per cent .,alma media s net sales in 2009 totalled meur 307 8 with an operating margin of 13 5 per cent,alma media s net sales 2009 totalled meur 307 8 operating margin 13 5 cent,alma media s net sale 2009 total meur 307 8 oper margin 13 5 cent
Aspokem posted an operating profit of 2.7 mln euro ( $ 3.5 mln ) and net sales of 89.1 mln euro ( $ 116.8 mln ) in 2006 .,neutral,aspokem posted an operating profit of 2.7 mln euro ( $ 3.5 mln ) and net sales of 89.1 mln euro ( $ 116.8 mln ) in 2006 .,aspokem posted an operating profit of 2 7 mln euro 3 5 mln and net sales of 89 1 mln euro 116 8 mln in 2006,aspokem posted operating profit 2 7 mln euro 3 5 mln net sales 89 1 mln euro 116 8 mln 2006,aspokem post oper profit 2 7 mln euro 3 5 mln net sale 89 1 mln euro 116 8 mln 2006
"Auburn 's sales in 2007 were CAD 41 million ( approximately EUR 27 million ) , and the company employs some 150 people .",neutral,"auburn 's sales in 2007 were cad 41 million ( approximately eur 27 million ) , and the company employs some 150 people .",auburn s sales in 2007 were cad 41 million approximately eur 27 million and the company employs some 150 people,auburn s sales 2007 cad 41 million approximately eur 27 million company employs 150 people,auburn s sale 2007 cad 41 million approxim eur 27 million compani employ 150 peopl
Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system .,positive,brazilian mobile player telemig celular yesterday announced that it has selected finnish software developer tecnomen oyj to expand its prepaid billing system .,brazilian mobile player telemig celular yesterday announced that it has selected finnish software developer tecnomen oyj to expand its prepaid billing system,brazilian mobile player telemig celular yesterday announced selected finnish software developer tecnomen oyj expand prepaid billing,brazilian mobil player telemig celular yesterday announc select finnish softwar develop tecnomen oyj expand prepaid bill
"Cargotec Corporation , Press Release , April 28 , 2008 at 2.00 p.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant hatch cover orders for bulk carriers .",positive,"cargotec corporation , press release , april 28 , 2008 at 2.00 p.m. finnish time cargotec 's macgregor business area providing marine cargo handling and offshore load handling solutions has received significant hatch cover orders for bulk carriers .",cargotec corporation press release april 28 2008 at 2 00 p m finnish time cargotec s macgregor business area providing marine cargo handling and offshore load handling solutions has received significant hatch cover orders for bulk carriers,cargotec corporation press release april 28 2008 2 00 p m finnish time cargotec s macgregor business area providing marine cargo handling offshore load handling solutions received significant hatch cover orders bulk carriers,cargotec corpor press releas april 28 2008 2 00 p m finnish time cargotec s macgregor busi area provid marin cargo handl offshor load handl solut receiv signific hatch cover order bulk carrier
"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 10,500 people .",neutral,"cargotec 's sales totalled eur 3.4 billion in 2008 and it employs approximately 10,500 people .",cargotec s sales totalled eur 3 4 billion in 2008 and it employs approximately 10 500 people,cargotec s sales totalled eur 3 4 billion 2008 employs approximately 10 500 people,cargotec s sale total eur 3 4 billion 2008 employ approxim 10 500 peopl
Commencing the construction works of Pearl Plaza is a significant step in our Russian projects .,positive,commencing the construction works of pearl plaza is a significant step in our russian projects .,commencing the construction works of pearl plaza is a significant step in our russian projects,commencing construction works pearl plaza significant step russian projects,commenc construct work pearl plaza signific step russian project
